1,古代女子成年行什么礼？,<p>A:冠礼</p><p>B:笄礼</p>,2,B,B,1,1
1,仰韶文化是我国历史上哪个时代中期的文化？,<p>A:旧石器</p><p>B:新石器</p><p>C:青铜器</p><p>D:铁器</p>,4,B,B,1,2
1,世界上第一辆摩托车其主要材料是：,<p>A:塑料</p><p>B:木头</p><p>C:铁皮</p><p>D:自行车</p>,4,B,B,1,2
1,“腊八粥”最早起源于：,<p>A:祭祀</p><p>B:民间庆祝丰收的风俗</p><p>C:佛教</p>,3,C,C,1,2
1,中国古建筑学科的开拓者是：,<p>A:鲁班</p><p>B:梁思成</p><p>C:杨廷玉</p><p>D:童寓</p><p>E:吴良镛</p><p>F:刘敦桢</p>,6,B,B,1,3
1,我国是什么时候采用公历的？,<p>A:鸦片战争时期</p><p>B:辛亥革命时期</p><p>C:建国前夕</p><p>D:建国后</p>,4,C,C,1,2
1,“驸马”最初是指：,<p>A:给皇帝养马的人</p><p>B:官名</p><p>C:给皇帝牵马的人</p><p>D:马的名字</p>,4,B,B,1,2
1,古希腊哪个国家的儿童一出世就要受到严格挑选，体质弱的会被抛之荒野？,<p>A:雅典</p><p>B:斯巴达</p>,2,B,B,1,1
1,中国古代哪个学派的主张，与绿色和平组织的思想相近？,<p>A:儒家</p><p>B:法家</p><p>C:佛家</p><p>D:道家</p><p>E:阴阳</p>,5,D,D,1,3
1,在下列哪一年Internet网延伸入中国？,<p>A:93年</p><p>B:94年</p><p>C:95年</p><p>D:96年</p>,4,B,B,1,2
1,下列战役中，被陈毅元帅称作“人民群众用小车推出来的”是：,<p>A:淮海战役</p><p>B:平津战役</p><p>C:辽沈战役</p>,3,A,A,1,2
1,公元前594年，实行“初税亩”，按亩收税的国家是：,<p>A:楚国</p><p>B:鲁国</p><p>C:郑国</p><p>D:魏国</p>,4,B,B,1,2
1,以下哪一位曾被称为“药王”？,<p>A:孙思邈</p><p>B:张仲景</p><p>C:李时珍</p><p>D:扁鹊</p>,4,A,A,1,2
1,第一次鸦片战争发生的时间是：,<p>A:1839年3月</p><p>B:1840年6月</p><p>C:1841年1月</p>,3,B,B,1,2
1,世界最早的公用电话亭是在：,<p>A:银行内</p><p>B:公园内</p><p>C:商店内</p><p>D:电话公司内</p>,4,D,D,1,2
1,发生在北京卢沟桥的历史事变名叫？,<p>A:华北事变</p><p>B:戊戌政变</p><p>C:七七事变</p><p>D:皖南事变</p>,4,C,C,1,2
1,世界上第一家麻将博物馆坐落在：,<p>A:中国</p><p>B:日本</p><p>C:法国</p><p>D:印度</p><p>E:阿拉伯</p><p>F:美国</p>,6,B,B,1,3
1,馒头是谁发明的？,<p>A:李冰</p><p>B:诸葛亮</p><p>C:曹操</p>,3,B,B,1,2
1,"隋唐时期的官制中尚书省分为吏,户,礼,兵,刑,工六部,其中的礼部是掌管：","<p>A:规定礼仪,监督和教育官员和百姓懂得礼仪</p><p>B:掌管国家的典章法度,祭祀,学校,科举和接待四方宾客等事务</p>",2,B,B,1,1
1,我国宪法的监督权属于：,<p>A:国务院</p><p>B:全国人大</p><p>C:全国人大常委会</p><p>D:全国人大法律委员会</p>,4,C,C,1,2
1,科举中，会出现一人兼解元、会元、状元的“连中三元”，其分别是在什么考试中取得的？,<p>A:院试、乡试、殿试</p><p>B:院试、会试、殿试</p><p>C:府试、乡试、殿试</p><p>D:县试、会试、殿试</p><p>E:乡试、会试、殿试</p><p>F:童试、会试、殿试</p>,6,E,E,1,3
1,美国1787年宪法规定，解释宪法的权力在：,<p>A:众议院</p><p>B:参议院</p><p>C:最高法院</p><p>D:总统</p>,4,C,C,1,2
1,最早芭蕾舞出现于：,<p>A:杂技团</p><p>B:宫廷</p><p>C:学校</p><p>D:戏团</p><p>E:教会</p><p>F:军队</p>,6,B,B,1,3
1,我国第一所民办高等教育机构哪年建立？,<p>A:1982</p><p>B:1985</p><p>C:1988</p><p>D:1992</p>,4,A,A,1,2
1,清光绪年间曾对邮票有一种非常特殊的称谓，请问当时叫什么？,<p>A:老人头</p><p>B:小孩头</p>,2,A,A,1,1
1,我国最早提出创建监狱的人是：,<p>A:皋陶</p><p>B:李斯</p>,2,A,A,1,1
1,早期人类家庭的进步，与哪种事业关系最密切？,<p>A:狩猎</p><p>B:捕鱼</p><p>C:造房</p><p>D:饲养</p><p>E:纺织</p>,5,C,C,1,3
1,一个帝王陵区只有一个主神道，一般修在谁的陵前？,<p>A:第一个埋葬者</p><p>B:年龄最大者</p><p>C:统治时间最长者</p><p>D:国力最昌盛者</p>,4,A,A,1,2
1,请问“法律”最早出现于哪个社会？,<p>A:原始社会</p><p>B:奴隶社会</p><p>C:封建社会</p><p>D:资本主义社会</p>,4,B,B,1,2
1,欧元什么时候正式诞生？,<p>A:1999年1月1日</p><p>B:1999年7月1日</p><p>C:1999年12月1日</p>,3,A,A,1,2
1,现存关于遗嘱继承的最早的法规产生于：,<p>A:汉代</p><p>B:唐代</p><p>C:宋代</p><p>D:元代</p>,4,B,B,1,2
1,世界水日是哪一天?,<p>A:3月23日</p><p>B:4月23日</p><p>C:5月23日</p><p>D:6月23日</p>,4,A,A,1,2
1,谁是“中山装”的创始人？,<p>A:黄隆生</p><p>B:孙中山</p><p>C:汪精卫</p><p>D:黄兴</p>,4,B,B,1,2
1,《阳关三叠》是甚么时候的琴曲？,<p>A:汉代</p><p>B:隋唐</p><p>C:宋元</p><p>D:明清</p>,4,B,B,1,2
1,最早的纸币源于:,<p>A:中国</p><p>B:美国</p><p>C:苏联</p>,3,A,A,1,2
1,古代著名的水利工程都江堰是谁设计的？,<p>A:大禹</p><p>B:李冰父子</p>,2,B,B,1,1
1,蒸馏酒源于中国古代的：,<p>A:炼丹术</p><p>B:造纸术</p><p>C:印刷术</p>,3,A,A,1,2
1,下列对清明两代“乡试”考试地点解释正确的是：,<p>A:在本乡</p><p>B:在各县县城</p><p>C:在各省省城</p><p>D:在京城书院</p>,4,C,C,1,2
1,我国古代哪位文学家曾两度到杭州做官？,<p>A:欧阳修</p><p>B:杜甫</p><p>C:白居易</p><p>D:苏轼</p><p>E:韩愈</p><p>F:曹操</p>,6,D,D,1,3
1,抗战时期，“八路军”下辖3个师和一个直属队，刘伯承在：,<p>A:115师</p><p>B:120师</p><p>C:129师</p><p>D:直属队</p>,4,C,C,1,3
1,涮羊肉起源于,<p>A:清朝</p><p>B:元朝</p>,2,B,B,1,1
1,目前人类已知的最软的石头是：,<p>A:磷灰石</p><p>B:石膏</p><p>C:方解石</p><p>D:滑石</p>,4,D,D,1,2
1,哈雷慧星的最早记录是哪国人留下的？,<p>A:埃及人</p><p>B:希腊人</p><p>C:中国人</p><p>D:波斯人</p>,4,C,C,1,2
3,中国历史上被称为始皇帝的不是嬴政，对吗？,<p>A:对</p><p>B:不对</p>,2,B,B,1,1
1,据考古资料显示，我国的钻孔技术开始于：,<p>A:山顶洞人时代</p><p>B:母系氏族繁荣时期</p><p>C:父系氏族时期</p><p>D:夏朝</p>,4,A,A,1,2
1,哪个火山的爆发毁灭了古罗马帝国的庞贝城？,<p>A:维苏威火山</p><p>B:埃特纳火山</p><p>C:圣海伦斯火山</p>,3,A,A,1,2
1,世界上第一种基因移植作物是：,<p>A:番茄</p><p>B:烟草</p><p>C:白菜</p>,3,B,B,1,2
1,方便面的发明者最初的愿望是：,<p>A:战时储备</p><p>B:节约时间</p><p>C:在家吃面</p><p>D:提高效益</p>,4,C,C,1,2
1,下列官名中哪些不是唐朝的官名？,<p>A:尚书</p><p>B:黄门</p><p>C:中书</p><p>D:巡按</p><p>E:殿中</p><p>F:御史</p>,6,E,E,1,3
1,"宋代的""学象生""同现代的：",<p>A:口技</p><p>B:相声</p><p>C:舞狮子</p>,3,A,A,1,2
1,较早使用的活字是：,<p>A:木活字</p><p>B:铅活字</p><p>C:陶活字</p><p>D:铜活字</p><p>E:锡活字</p>,5,C,C,1,3
1,人类古代的“掠夺婚”产生于哪个时期？,<p>A:母权制初期</p><p>B:父权制初期</p><p>C:对偶婚时期</p>,3,B,B,1,2
2,人类食品历史上先后出现了五类食品，其中第四，五类食品是？（多选）,<p>A:米</p><p>B:面</p><p>C:油</p><p>D:酱油</p><p>E:醋</p>,5,DE,DE,1,3
1,在荷马史诗当中，特洛伊战争持续了：,<p>A:8年</p><p>B:15年</p><p>C:10年</p><p>D:11年</p>,4,D,D,1,2
1,“尧天禹日”是指代什么的?,<p>A:改朝换代</p><p>B:太平盛世</p><p>C:一朝天子一朝臣</p><p>D:饥荒年代</p>,4,B,B,1,2
1,唐高祖武德四年的开元通宝，开元所代表的意思为：,<p>A:开辟新纪元</p><p>B:年号</p>,2,A,A,1,1
1,秦朝开始推行郡县制度，在全国设：,<p>A:24郡</p><p>B:36郡</p><p>C:20郡</p><p>D:40郡</p>,4,B,B,1,2
1,世界上第一枚邮票是于哪年发行的？,<p>A:1820年</p><p>B:1840年</p><p>C:1860年</p><p>D:1900年</p>,4,B,B,1,2
1,西汉时期，经御史大夫杜周、杜延年解释的汉律，被称为“大杜律和小杜律”，他们两人的关系是：,<p>A:父子</p><p>B:师生</p><p>C:叔侄</p><p>D:同朝官员</p>,4,A,A,1,2
1,东汉时，谁既是杰出的科学家又是著名的文学家？,<p>A:王充</p><p>B:张衡</p>,2,B,B,1,1
1,下列王朝中统治时间最短的是：,<p>A:秦朝</p><p>B:隋朝</p><p>C:西晋</p><p>D:元朝</p>,4,A,A,1,2
1,人类最早的“精子库”是为谁而建的？,<p>A:不育男子</p><p>B:参战士兵</p><p>C:单身贵族</p>,3,B,B,1,2
1,在我国古代曾有一次人口普查，它是在哪个朝代进行的？,<p>A:宋朝</p><p>B:元朝</p><p>C:明朝</p><p>D:清朝</p>,4,C,C,1,2
1,以下哪种人，不属于古代日耳曼民族？,<p>A:西哥特人</p><p>B:萨克森人</p><p>C:希洛人</p><p>D:法兰克人</p>,4,C,C,1,2
1,明清时期称镌刻约束在学生员条规的碑石为卧碑，它一般树于明伦堂的：,<p>A:前方</p><p>B:后方</p><p>C:左边</p><p>D:右边</p><p>E:室内</p>,5,C,C,1,3
1,战国时，“纸上谈兵”招致兵败的赵国将领是：,<p>A:赵奢</p><p>B:赵构</p><p>C:赵括</p><p>D:赵盾</p><p>E:赵恒</p>,5,C,C,1,3
1,中国签定的第一个不平等条约是哪个？,<p>A:望厦条约</p><p>B:南京条约</p><p>C:辛丑条约</p>,3,B,B,1,2
1,最早的春联是：,<p>A:刻在木上</p><p>B:写在纸上</p><p>C:雕在石上</p><p>D:绣在绸上</p>,4,A,A,1,2
1,康熙皇帝的庙号是：,<p>A:仁宗</p><p>B:太宗</p><p>C:穆宗</p><p>D:圣祖</p><p>E:世祖</p>,5,D,D,1,3
1,我国珍稀野生动物特种纪念币系列的首枚纪念币图案是：,<p>A:大熊猫</p><p>B:金丝猴</p><p>C:扬子鳄</p><p>D:白鳍豚</p>,4,A,A,1,2
1,我国电视台播放的第一部外国电视剧是：,<p>A:朝鲜的</p><p>B:南斯拉夫的</p><p>C:古巴的</p><p>D:波兰的</p>,4,B,B,1,2
1,把占城稻推广到江浙和淮河流域种植的是：,<p>A:北宋政府</p><p>B:南宋政府</p><p>C:元朝政府</p><p>D:唐朝政府</p>,4,A,A,1,2
1,汉朝最先下诏废除肉刑的皇帝是：,<p>A:汉武帝</p><p>B:汉成帝</p><p>C:汉文帝</p><p>D:汉景帝</p>,4,C,C,1,2
1,"“王牌飞行员” 最早授予击落几架飞机的空军战士？",<p>A:2架</p><p>B:3架</p><p>C:5架</p><p>D:10架</p>,4,C,C,1,2
1,世界第一枚邮票出现在：,<p>A:英国</p><p>B:德国</p><p>C:法国</p>,3,A,A,1,2
1,古人放爆竹最早是为了：,<p>A:庆祝节日</p><p>B:恭贺商店开张</p><p>C:庆贺生日</p><p>D:驱逐瘟神疫鬼</p>,4,D,D,1,2
1,清朝时，北京城的西直门是由满族那一旗驻守的？,<p>A:正黄旗</p><p>B:正红旗</p><p>C:镶黄旗</p><p>D:镶红旗</p>,4,B,B,1,2
1,阳春白雪和下里巴人源于什么时代？,<p>A:春秋</p><p>B:战国</p><p>C:秦代</p><p>D:唐代</p><p>E:宋代</p>,5,B,B,1,3
1,我国最先出现的纸币是：,<p>A:元代的“宝钞”</p><p>B:元代的“交子”</p><p>C:宋代的“宝钞”</p><p>D:宋代的“交子”</p>,4,D,D,1,2
1,八路军的全称是,<p>A:中国工农红军第八军</p><p>B:国民革命军第八军</p>,2,B,B,1,1
1,王安石变法发生在宋朝哪个皇帝在位期间？,<p>A:仁宗</p><p>B:神宗</p><p>C:英宗</p><p>D:哲宗</p><p>E:高宗</p>,5,B,B,1,3
1,隋朝所取代的“周”，属于北朝还是南朝？,<p>A:北朝</p><p>B:南朝</p>,2,A,A,1,1
1,“大禹治水”最终获得成功，是因为大禹采用了什么方法治理洪水？,<p>A:填塞</p><p>B:疏导</p><p>C:围堵</p>,3,B,B,1,2
1,历史上“乐不思蜀”的是哪位皇帝？,<p>A:刘备</p><p>B:刘秀</p><p>C:孙权</p><p>D:刘禅</p><p>E:刘邦</p>,5,D,D,1,3
1,在第二次世界大战中，中途岛战役发生在哪两个国家之间？,<p>A:英德</p><p>B:美日</p>,2,B,B,1,1
1,世界上第一部《有限责任公司法》是由哪个国家制定的？,<p>A:美国</p><p>B:德国</p><p>C:英国</p><p>D:法国</p>,4,B,B,1,2
1,第一次世界杯在哪一年举行？,<p>A:1904</p><p>B:1930</p><p>C:1956</p>,3,B,B,1,2
2,下列姓氏中，哪些曾是古代的官名？（多选）,<p>A:欧阳</p><p>B:司马</p><p>C:上官</p><p>D:夏侯</p><p>E:司徒</p><p>F:司空</p>,6,BCD,BCD,1,3
1,古时戒指用来表示？,<p>A:荣誉</p><p>B:富贵</p><p>C:禁戒</p><p>D:婚否</p>,4,C,C,1,2
1,鼎有几个“耳朵”？,<p>A:没有</p><p>B:2个</p><p>C:3个</p><p>D:4个</p>,4,B,B,1,2
1,世界上第一个无产阶级政权建立于哪个国家？,<p>A:法国</p><p>B:俄国</p><p>C:中国</p>,3,A,A,1,2
1,中国最早的教育专业刊物是：,<p>A:《教育漫话》</p><p>B:《教育界》</p><p>C:《教育论》</p><p>D:《教育学》</p><p>E:《教育杂志》</p>,5,B,B,1,3
1,古陶的年代鉴别首先应该看：,<p>A:纹样</p><p>B:器形</p><p>C:釉色</p><p>D:颜色</p>,4,D,D,1,2
1,内蒙古和林格尔壁画的产生年代是：,<p>A:汉代</p><p>B:辽代</p><p>C:元代</p><p>D:清代</p>,4,A,A,1,2
1,馒头起源于,<p>A:南方</p><p>B:北方</p>,2,A,A,1,1
1,相传我国古代能作“掌上舞”的人是：,<p>A:杨玉环</p><p>B:赵飞燕</p><p>C:西施</p><p>D:貂蝉</p>,4,B,B,1,2
1,春秋时的齐国和鲁国，在现在的哪个省？,<p>A:河北</p><p>B:山东</p><p>C:江苏</p><p>D:安徽</p><p>E:河南</p>,5,B,B,1,3
1,最早可卡因是一种：,<p>A:解酒药</p><p>B:麻醉剂</p><p>C:调料品</p>,3,B,B,1,2
1,有的学校实行学分制，在我国最早提倡学分制的是,<p>A:鲁迅</p><p>B:蔡元培</p><p>C:吴玉章</p><p>D:毛泽东</p><p>E:周恩来</p>,5,B,B,1,3
1,世界上第一个国家颁布的药典出现在：,<p>A:东罗马帝国时期</p><p>B:印度孔雀王朝</p><p>C:中国唐朝</p><p>D:日本德川时代</p>,4,C,C,1,2
1,"数学符号中的""0""起源于：",<p>A:古印度</p><p>B:古希腊</p><p>C:古埃及</p><p>D:古罗马</p><p>E:中国</p>,5,A,A,1,3
1,中国抗日战争中，最早为抗击日寇牺牲的中国将领是：,<p>A:张治中</p><p>B:张自忠</p><p>C:赵登禹</p><p>D:左权</p>,4,C,C,1,2
1,孔乙己是科举制度的牺牲品，科举制度始创于何时？,<p>A:汉朝</p><p>B:隋朝</p><p>C:唐朝</p><p>D:元代</p>,4,B,B,1,2
1,从何时起，对最高统治者称“王”？,<p>A:夏</p><p>B:商</p><p>C:春秋</p><p>D:周</p>,4,B,B,1,2
1,2000年我国国内生产总值突破：,<p>A:1万亿美元</p><p>B:1.5万亿美元</p><p>C:2万亿美元</p>,3,A,A,1,2
1,世界上第一个空中犯罪问题的国际公约是：,<p>A:《东京公约》</p><p>B:《海牙公约》</p><p>C:《蒙特利尔公约》</p><p>D:《华沙公约》</p>,4,A,A,1,2
1,“谬种流传”最早是宋朝人批评当时的：,<p>A:官场黑暗</p><p>B:科举制度</p><p>C:社会风气</p><p>D:诗词风格</p>,4,B,B,1,2
1,阅兵是古今中外一种隆重的军事仪式，我国最早对阅兵有记载是在：,<p>A:春秋</p><p>B:战国</p><p>C:秦</p><p>D:汉</p><p>E:三国</p>,5,A,A,1,3
1,饼干最初出现的地点是：,<p>A:高山</p><p>B:海岛</p><p>C:极地</p><p>D:峡谷</p>,4,B,B,1,2
1,唐代人可以称“父亲”为：,<p>A:伯伯</p><p>B:哥哥</p>,2,B,B,1,1
1,群体诉讼最早产生于：,<p>A:美国</p><p>B:法国</p><p>C:中国</p><p>D:英国</p>,4,D,D,1,2
1,唐太宗的“太宗”指的是他的：,<p>A:谥号</p><p>B:陵号</p><p>C:庙号</p><p>D:年号</p>,4,C,C,1,2
1,世界上最早的节目主持人是主持什么节目的？,<p>A:戏剧</p><p>B:广告</p><p>C:新闻</p><p>D:音乐</p><p>E:舞蹈</p>,5,C,C,1,3
1,古建筑屋顶中等级最高的是：,<p>A:悬山顶</p><p>B:重檐庑殿顶</p><p>C:重檐歇山顶</p><p>D:硬山顶</p>,4,B,B,1,2
1,下面不是明代的宣德炉之所以珍贵的原因是：,<p>A:有重大历史意义</p><p>B:用料精到</p><p>C:数量很少</p>,3,A,A,1,2
1,我国哪位思想家曾提出：学校应成为民主议政的场所？,<p>A:王夫之</p><p>B:顾炎武</p><p>C:黄宗羲</p>,3,C,C,1,2
1,人类最早使用的工具，是什么材料的？,<p>A:木</p><p>B:石</p>,2,B,B,1,1
1,"""九宫格”的创始人是",<p>A:欧阳洵</p><p>B:虞世南</p><p>C:智永</p><p>D:翁方纲</p><p>E:米芾</p>,5,A,A,1,3
1,最早进入青铜器时代的国家是：,<p>A:阿拉伯叙利亚</p><p>B:中国</p><p>C:埃及</p><p>D:印度</p>,4,A,A,1,2
3,秦桧是不是最早被称为汉奸的人？,<p>A:是</p><p>B:不是</p>,2,A,A,1,1
1,以下哪一位是中西交往史上较早的人物？,<p>A:马可波罗</p><p>B:利马窦</p><p>C:晁衡</p><p>D:玄奘</p>,4,D,D,1,2
1,东汉末年我国的一位杰出的医学家是：,<p>A:扁鹊</p><p>B:华佗</p><p>C:李时珍</p><p>D:叶天士</p>,4,B,B,1,2
1,上个世纪60年代中期成立的第三世界组织是：,<p>A:非洲人国民大会</p><p>B:非洲统一组织</p><p>C:阿拉伯国家联盟</p><p>D:77国集团</p><p>E:东南亚国家联盟</p>,5,D,D,1,3
3,秦始皇把正月改叫端月是为了避讳自己的名字，对吗？,<p>A:对</p><p>B:不对</p>,2,A,A,1,1
1,历史上的“三八线”指的是朝鲜领土上的什么线？,<p>A:经度３８度线</p><p>B:北纬３８度线</p>,2,B,B,1,1
1,我国古代的“芙蓉城”是指：,<p>A:杭州</p><p>B:洛阳</p><p>C:成都</p>,3,C,C,1,2
1,校园歌曲最早出现在,<p>A:台湾</p><p>B:巴西</p><p>C:日本</p><p>D:韩国</p><p>E:美国</p>,5,C,C,1,3
1,浪漫主义诗人济慈在世活了多少年？,<p>A:25</p><p>B:26</p><p>C:35</p><p>D:36</p>,4,B,B,1,2
1,智利球星萨拉斯出生在哪一年？,<p>A:1972</p><p>B:1973</p><p>C:1974</p><p>D:1975</p>,4,C,C,1,2
1,我国唐代学者一行和尚，他制订了什么历法？,<p>A:大明历</p><p>B:元嘉历</p><p>C:大衍历</p><p>D:公历</p>,4,C,C,1,2
1,避孕套最早出现在哪个国家,<p>A:埃及</p><p>B:美国</p><p>C:中国</p><p>D:日本</p>,4,A,A,1,2
1,在西方，中世纪的新年是,<p>A:1月1日</p><p>B:2月1日</p><p>C:3月1日</p><p>D:4月1日</p>,4,D,D,1,2
1,著名历史学家黄仁宇出生于哪一年,<p>A:1910年</p><p>B:1911年</p><p>C:1918年</p><p>D:1920年</p>,4,C,C,1,2
1,我国西晋的第一代皇帝名叫：,<p>A:曹丕</p><p>B:司马睿</p><p>C:司马炎</p><p>D:司马懿</p>,4,C,C,1,2
1,我国宋代邢窑出白釉瓷、越窑出青釉瓷，所以有：,<p>A:“南青北白”之称</p><p>B:“北青南白”之称</p>,2,A,A,1,1
1,秦汉时代，人们说的“关中”指哪一带？,<p>A:函谷关以西</p><p>B:阳关以西</p><p>C:山海关以东</p><p>D:嘉峪关以东</p>,4,A,A,1,2
1,古代人们用来当酒杯的青铜器叫：,<p>A:敦</p><p>B:尊</p><p>C:爵</p><p>D:鼎</p><p>E:盘</p>,5,C,C,1,3
1,第一个测出了地球质量的人是?,<p>A:卡文迪许</p><p>B:阿基米德</p><p>C:帕斯卡</p><p>D:惠更斯</p>,4,A,A,1,2
1,秦朝制订的《田律》是关于哪方面的规定？,<p>A:农业</p><p>B:环境保护</p><p>C:商品交换</p><p>D:税收</p>,4,B,B,1,2
1,宋代的代表性刑罚是：,<p>A:腰斩</p><p>B:刺配</p>,2,B,B,1,1
1,下列各朝代疆域西至最远的是：,<p>A:秦朝</p><p>B:唐朝</p><p>C:宋朝</p><p>D:清朝</p>,4,B,B,1,2
1,全国性抗日战争爆发的标志是？,<p>A:九一八事件</p><p>B:七七事件</p><p>C:一一八事件</p><p>D:一二八事件</p>,4,B,B,1,2
1,清朝官员的官帽顶部称为顶戴，顶戴为红色的是几品官？,<p>A:一二品</p><p>B:三四品</p><p>C:五六品</p><p>D:七品以下</p>,4,A,A,1,2
1,赤壁之战中，假装投降以接近曹军的吴国将领是：,<p>A:黄忠</p><p>B:黄巢</p><p>C:黄盖</p><p>D:姜维</p>,4,C,C,1,2
1,屈原是春秋时代哪国人？,<p>A:齐国</p><p>B:楚国</p><p>C:燕国</p><p>D:秦国</p>,4,B,B,1,2
1,我国最早的博物馆是：,<p>A:沈阳故宫博物院</p><p>B:南通博物馆</p>,2,B,B,1,1
1,新中国第一套纪念邮票是：,<p>A:庆祝中国人民政治协商会议第一届全体会议</p><p>B:中华人民共和国开国纪念</p>,2,A,A,1,1
1,中国第一座佛教寺院是哪一座？,<p>A:洛阳白马寺</p><p>B:北京潭柘寺</p><p>C:五台山清凉寺</p><p>D:蒿山少林寺</p>,4,A,A,1,2
